2453544.500000000, 2005-Jun-23 00:00:00.0000,  1.599698822737826E+08, -1.316638669431694E+08, -6.688632245108888E+06,  1.631718069798061E+01,  2.078343251351202E+01,  3.462385249951794E-02,  6.914557202014788E+02,  2.072932099573616E+08, -6.097701127194162E-01,
2453545.500000000, 2005-Jun-24 00:00:00.0000,  1.613707626211877E+08, -1.298608879062237E+08, -6.685268760503270E+06,  1.611027865440195E+01,  2.095182742588551E+01,  4.323495682177203E-02,  6.912834494886912E+02,  2.072415644969336E+08, -5.857126097442514E-01,
2453546.500000000, 2005-Jun-25 00:00:00.0000,  1.627536824022033E+08, -1.280434547983211E+08, -6.681161203753166E+06,  1.590143126092682E+01,  2.111801295319224E+01,  5.184755031410404E-02,  6.911181241735127E+02,  2.071920012143266E+08, -5.615720924592503E-01,
2453547.500000000, 2005-Jun-26 00:00:00.0000,  1.641184746941475E+08, -1.262117596678501E+08, -6.676309498107612E+06,  1.569066537415385E+01,  2.128196234976816E+01,  6.046041356591836E-02,  6.909597676977643E+02,  2.071445271372218E+08, -5.373518826610479E-01,
2453548.500000000, 2005-Jun-27 00:00:00.0000,  1.654649749145211E+08, -1.243659968595140E+08, -6.670713672418602E+06,  1.547800830038720E+01,  2.144364925345658E+01,  6.907232854239176E-02,  6.908084025466579E+02,  2.070991490065160E+08, -5.130553302497228E-01,
2453549.500000000, 2005-Jun-28 00:00:00.0000,  1.667930208602316E+08, -1.225063629802676E+08, -6.664373861320198E+06,  1.526348779417451E+01,  2.160304767992522E+01,  7.768207489654078E-02,  6.906640502413682E+02,  2.070558732740953E+08, -4.886857991166229E-01,
2453550.500000000, 2005-Jun-29 00:00:00.0000,  1.681024527463875E+08, -1.206330568643747E+08, -6.657290305466391E+06,  1.504713205425677E+01,  2.176013203646401E+01,  8.628842898197853E-02,  6.905267313322920E+02,  2.070147061008134E+08, -4.642466670297556E-01,
2453551.500000000, 2005-Jun-30 00:00:00.0000,  1.693931132445699E+08, -1.187462795377642E+08, -6.649463351802155E+06,  1.482896972360565E+01,  2.191487714608763E+01,  9.489016145902962E-02,  6.903964653931537E+02,  2.069756533547255E+08, -4.397413275905064E-01,
2453552.500000000, 2005-Jul-01 00:00:00.0000,  1.706648475203626E+08, -1.168462341816709E+08, -6.640893453764923E+06,  1.460902989137137E+01,  2.206725826948823E+01,  1.034860336593102E-01,  6.902732710153401E+02,  2.069387206093890E+08, -4.151731881940785E-01,
2453553.500000000, 2005-Jul-02 00:00:00.0000,  1.719175032700696E+08, -1.149331260953570E+08, -6.631581171371654E+06,  1.438734208089858E+01,  2.221725111905544E+01,  1.120748004385987E-01,  6.901571658018911E+02,  2.069039131420625E+08, -3.905456742087318E-01,
2453554.500000000, 2005-Jul-03 00:00:00.0000,  1.731509307567261E+08, -1.130071626578616E+08, -6.621527171251506E+06,  1.416393622062174E+01,  2.236483186202230E+01,  1.206552209717291E-01,  6.900481663613861E+02,  2.068712359318728E+08, -3.658622415571689E-01,
2453555.500000000, 2005-Jul-04 00:00:00.0000,  1.743649828454980E+08, -1.110685532890054E+08, -6.610732226698793E+06,  1.393884262203866E+01,  2.250997711790112E+01,  1.292260653739792E-01,  6.899462883024855E+02,  2.068406936581788E+08, -3.411263810956185E-01,
2453556.500000000, 2005-Jul-05 00:00:00.0000,  1.755595150383913E+08, -1.091175094098672E+08, -6.599197217731759E+06,  1.371209198043160E+01,  2.265266396126806E+01,  1.377861098615494E-01,  6.898515462293237E+02,  2.068122906991896E+08, -3.163416071525521E-01,
2453557.500000000, 2005-Jul-06 00:00:00.0000,  1.767343855081183E+08, -1.071542444026506E+08, -6.586923131080784E+06,  1.348371538410121E+01,  2.279286992808425E+01,  1.463341276369441E-01,  6.897639537371523E+02,  2.067860311306592E+08, -2.915114403853804E-01,
2453558.500000000, 2005-Jul-07 00:00:00.0000,  1.778894551311174E+08, -1.051789735697172E+08, -6.573911060094915E+06,  1.325374431437237E+01,  2.293057302134095E+01,  1.548688843720534E-01,  6.896835234078330E+02,  2.067619187245348E+08, -2.666393977729156E-01,
2453559.500000000, 2005-Jul-08 00:00:00.0000,  1.790245875198746E+08, -1.031919140917418E+08, -6.560162204647504E+06,  1.302221063426317E+01,  2.306575172463745E+01,  1.633891400661422E-01,  6.896102668055892E+02,  2.067399569476834E+08, -2.417289963367018E-01,
2453560.500000000, 2005-Jul-09 00:00:00.0000,  1.801396490545920E+08, -1.011932849851770E+08, -6.545677871085823E+06,  1.278914657165460E+01,  2.319838502858761E+01,  1.718936546777616E-01,  6.895441944735220E+02,  2.067201489608472E+08, -2.167837677411126E-01,
2453561.500000000, 2005-Jul-10 00:00:00.0000,  1.812345089140076E+08, -9.918330705918604E+07, -6.530459472144619E+06,  1.255458470030259E+01,  2.332845245090674E+01,  1.803811943664968E-01,  6.894853159306271E+02,  2.067024976177492E+08, -1.918072708918919E-01,
2453562.500000000, 2005-Jul-11 00:00:00.0000,  1.823090391051768E+08, -9.716220287200417E+07, -6.514508526728868E+06,  1.231855792402615E+01,  2.345593403009099E+01,  1.888505339976980E-01,  6.894336396686522E+02,  2.066870054641515E+08, -1.668030887087465E-01,
2453563.500000000, 2005-Jul-12 00:00:00.0000,  1.833631144922916E+08, -9.513019668660024E+07, -6.497826659602262E+06,  1.208109946809388E+01,  2.358081030780437E+01,  1.973004549094295E-01,  6.893891731488218E+02,  2.066736747368729E+08, -1.417748140547946E-01,
